OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,SalesTeamID,CustomerNames,CityName,Region ,State,StateCode,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
SO - 000870,Online,WARE-PUJ1005,4/10/2018,8/27/2018,9/23/2018,10/3/2018,USD,Roger Alexander,New Ltd,Abilene,Midwest,Texas,TX,Blankets,8,"0,075","2834,1","1190,322"
SO - 000871,Online,WARE-NBV1002,4/10/2018,8/27/2018,9/21/2018,9/30/2018,USD,Frank Brown,Bare ,Sunnyvale,Northeast,California,CA,Accessories,8,"0,15",3953,"2450,86"
SO - 000872,In-Store,WARE-PUJ1005,4/10/2018,8/27/2018,9/7/2018,9/10/2018,USD,Joshua Little,Ei ,Oyster Bay,South,New York,NY,Bedroom Furniture,8,"0,15","1762,1","1127,744"
SO - 000873,Online,WARE-MKL1006,4/10/2018,8/28/2018,9/11/2018,9/12/2018,USD,Carl Nguyen,S.S.S. Group,McKinney,Midwest,Texas,TX,Rugs,1,"0,05","2592,9","1400,166"
SO - 000874,Wholesale,WARE-NBV1002,4/10/2018,8/28/2018,9/16/2018,9/19/2018,USD,Patrick Graham,Amylin Group,Stockton,South,California,CA,Cocktail Glasses,6,"0,075","2505,8","1378,19"
SO - 000875,Online,WARE-MKL1006,4/10/2018,8/28/2018,9/22/2018,10/2/2018,USD,Shawn Wallace,"PEDIFIX, Corp",Seattle,South,Washington,WA,Wreaths,5,"0,05","194,3","137,953"
SO - 000876,In-Store,WARE-MKL1006,4/10/2018,8/28/2018,9/16/2018,9/19/2018,USD,Jerry Green,Trigen ,Richmond,West,Virginia,VA,Cookware,6,"0,2","5822,3","2852,927"
SO - 000877,In-Store,WARE-PUJ1005,4/10/2018,8/29/2018,9/1/2018,9/10/2018,USD,Stephen Payne,AuroMedics Corp,Frisco,South,Texas,TX,Candles,2,"0,1","1815,7","1434,403"
SO - 000878,Online,WARE-NMK1003,4/10/2018,8/29/2018,9/12/2018,9/14/2018,USD,Todd Roberts,Select ,Wayne,West,Indiana,IN,Basketball,8,"0,4","3906,1","2148,355"
SO - 000879,Wholesale,WARE-UHY1004,4/10/2018,8/29/2018,9/7/2018,9/13/2018,USD,Donald Reynolds,Capweld ,Lincoln,South,Nebraska,NE,Table Lamps,1,"0,1","3926,2","1766,79"
SO - 000880,Online,WARE-NMK1003,4/10/2018,8/29/2018,9/23/2018,10/1/2018,USD,Shawn Wallace,Procter Corp,Niles (Township),South,Illinois,IL,Baseball,2,"0,1","6123,8","4960,278"
SO - 000881,Distributor,WARE-XYS1001,4/10/2018,8/29/2018,9/25/2018,9/30/2018,USD,Samuel Fowler,Prasco Group,Palmdale,Midwest,California,CA,Dining Furniture,1,"0,15","1132,3","962,455"
SO - 000882,Online,WARE-UHY1004,7/19/2018,8/29/2018,9/11/2018,9/16/2018,USD,Paul Holmes,"Apotheca, Ltd",Winston-Salem,Midwest,North Carolina,NC,Home Fragrances,2,"0,1","3859,2","2315,52"
SO - 000883,Wholesale,WARE-UHY1004,4/10/2018,8/29/2018,9/8/2018,9/11/2018,USD,Shawn Torres,"Elorac, Corp",Springfield,Northeast,Missouri,MO,Candleholders,3,"0,075","797,3","454,461"
SO - 000884,Online,WARE-PUJ1005,7/19/2018,8/29/2018,9/9/2018,9/13/2018,USD,Todd Roberts,Ohio ,College Station,West,Texas,TX,Floor Lamps,3,"0,15","5380,1","3174,259"
SO - 000885,Online,WARE-NMK1003,4/10/2018,8/30/2018,9/3/2018,9/9/2018,USD,Frank Brown,"PEDIFIX, Corp",St. Petersburg,Northeast,Florida,FL,Wine Storage,8,"0,05","3986,5","2870,28"
SO - 000886,In-Store,WARE-XYS1001,7/19/2018,8/30/2018,9/15/2018,9/17/2018,USD,Jerry Green,Medsep Group,Burbank,West,California,CA,Furniture Cushions,5,"0,2","1219,4","951,132"
SO - 000887,Online,WARE-NMK1003,4/10/2018,8/30/2018,9/10/2018,9/15/2018,USD,Shawn Wallace,"3LAB, Ltd",Lawrence (Township),South,Indiana,IN,Pendants,6,"0,05","1681,7","1345,36"
SO - 000888,In-Store,WARE-XYS1001,4/10/2018,8/30/2018,9/27/2018,9/29/2018,USD,Jerry Green,Sundial ,Carlsbad,West,California,CA,Phones,2,"0,05","174,2","80,132"
SO - 000889,Wholesale,WARE-NMK1003,4/10/2018,8/30/2018,9/10/2018,9/18/2018,USD,Shawn Torres,Uriel Group,West Palm Beach,Northeast,Florida,FL,Bar Tools,4,"0,2","3865,9","1739,655"
SO - 000890,In-Store,WARE-NMK1003,7/19/2018,8/30/2018,9/14/2018,9/24/2018,USD,Jonathan Hawkins,Linde ,Naperville,West,Illinois,IL,Festive,2,"0,05","5132,2","2514,778"
SO - 000891,In-Store,WARE-NMK1003,7/19/2018,8/30/2018,9/3/2018,9/7/2018,USD,Joshua Bennett,Ohio ,Stamford (Town),Northeast,Connecticut,CT,Festive,3,"0,1","1829,1","987,714"
SO - 000892,Distributor,WARE-MKL1006,7/19/2018,8/30/2018,9/1/2018,9/4/2018,USD,Joe Price,Burt's Corp,Virginia Beach,Northeast,Virginia,VA,Ornaments,3,"0,2","3162,4","2023,936"
SO - 000893,Wholesale,WARE-XYS1001,7/19/2018,8/30/2018,9/10/2018,9/13/2018,USD,Shawn Torres,ETUDE Ltd,Little Rock,Northeast,Arkansas,AR,Mirrors,2,"0,075","6103,7","2746,665"
SO - 000894,In-Store,WARE-UHY1004,7/19/2018,8/30/2018,9/8/2018,9/16/2018,USD,George Lewis,E. Ltd,Lincoln,West,Nebraska,NE,Ornaments,6,"0,3","750,4","600,32"
SO - 000895,Distributor,WARE-UHY1004,4/10/2018,8/31/2018,9/17/2018,9/19/2018,USD,Joe Price,Capweld ,St. Louis,Northeast,Missouri,MO,Basketball,2,"0,05","167,5","100,5"
SO - 000896,In-Store,WARE-NMK1003,4/10/2018,8/31/2018,9/16/2018,9/23/2018,USD,Shawn Cook,"Fenwal, Corp",Overland Park,Midwest,Kansas,KS,Outdoor Decor,8,"0,075","2653,2","2069,496"
SO - 000897,In-Store,WARE-XYS1001,4/10/2018,8/31/2018,9/28/2018,10/3/2018,USD,Joshua Ryan,Linde ,Phoenix,Midwest,Arizona,AZ,Wine Storage,4,"0,15","3008,3","1594,399"
SO - 000898,Online,WARE-PUJ1005,4/10/2018,8/31/2018,9/19/2018,9/23/2018,USD,Todd Roberts,Ei ,Huntington,West,New York,NY,Baseball,2,"0,1","690,1","338,149"
SO - 000899,Wholesale,WARE-NMK1003,4/10/2018,8/31/2018,9/16/2018,9/18/2018,USD,Shawn Torres,Mylan Corp,Clearwater,Northeast,Florida,FL,Stemware,8,"0,15","1031,8","474,628"
SO - 000900,Distributor,WARE-MKL1006,4/10/2018,8/31/2018,9/3/2018,9/11/2018,USD,Samuel Fowler,Eminence Corp,Seattle,Midwest,Washington,WA,Candleholders,3,"0,3","884,4","371,448"
SO - 000901,Distributor,WARE-NMK1003,4/10/2018,9/1/2018,9/27/2018,10/3/2018,USD,Patrick Graham,Mylan Corp,New Haven,South,Connecticut,CT,Bakeware,4,"0,05","1118,9","469,938"
SO - 000902,Online,WARE-NMK1003,4/10/2018,9/1/2018,9/28/2018,10/8/2018,USD,Nicholas Cunningham,Pacific Ltd,Spring Hill,South,Florida,FL,Collectibles,4,"0,05","2338,3","958,703"
SO - 000903,Online,WARE-NMK1003,4/10/2018,9/1/2018,9/17/2018,9/24/2018,USD,Anthony Torres,Ole Group,Fort Lauderdale,West,Florida,FL,Bakeware,2,"0,05","810,7","551,276"
SO - 000904,Online,WARE-NMK1003,4/10/2018,9/1/2018,9/12/2018,9/16/2018,USD,Roger Alexander,ETUDE Ltd,Palm Bay,Midwest,Florida,FL,Baseball,7,"0,1","3932,9","1651,818"
SO - 000905,Distributor,WARE-NBV1002,4/10/2018,9/1/2018,9/11/2018,9/12/2018,USD,Patrick Graham,Trigen ,Visalia,South,California,CA,Floor Lamps,4,"0,1","844,2","337,68"
SO - 000906,Wholesale,WARE-UHY1004,4/10/2018,9/1/2018,9/11/2018,9/15/2018,USD,Donald Reynolds,Qualitest ,Warren,South,Michigan,MI,Home Fragrances,4,"0,1","180,9","119,394"
SO - 000907,Online,WARE-UHY1004,4/10/2018,9/1/2018,9/12/2018,9/16/2018,USD,Todd Roberts,Dharma Ltd,Amherst,West,New York,NY,Pillows,7,"0,075","2365,1","1986,684"
SO - 000908,In-Store,WARE-NMK1003,4/10/2018,9/1/2018,9/15/2018,9/16/2018,USD,Shawn Cook,Nipro ,Lakewood,Midwest,Colorado,CO,Bedroom Furniture,4,"0,1","2358,4","1084,864"
SO - 000909,In-Store,WARE-UHY1004,7/19/2018,9/2/2018,9/28/2018,10/6/2018,USD,Jerry Green,Capweld ,Columbia,West,Maryland,MD,Blankets,7,"0,075","1748,7","1171,629"
SO - 000910,Online,WARE-UHY1004,7/19/2018,9/2/2018,9/9/2018,9/19/2018,USD,Todd Roberts,S.S.S. Group,Columbia,West,Maryland,MD,Furniture Cushions,3,"0,05","1822,4","1202,784"
SO - 000911,Online,WARE-MKL1006,4/10/2018,9/2/2018,9/28/2018,10/7/2018,USD,Anthony Berry,Pacific Ltd,Vancouver,West,Washington,WA,Wine Storage,3,"0,075","824,1","684,003"
SO - 000912,Wholesale,WARE-MKL1006,4/10/2018,9/2/2018,9/14/2018,9/17/2018,USD,Donald Reynolds,"Elorac, Corp",Tyler,South,Texas,TX,Cocktail Glasses,7,"0,075","1882,7","1317,89"
SO - 000913,In-Store,WARE-NMK1003,4/10/2018,9/2/2018,9/8/2018,9/9/2018,USD,Joshua Ryan,"PEDIFIX, Corp",Boulder,Midwest,Colorado,CO,Platters,5,"0,075",3819,"1565,79"
SO - 000914,Online,WARE-PUJ1005,4/10/2018,9/2/2018,9/18/2018,9/25/2018,USD,Todd Roberts,Medsep Group,Columbia,West,South Carolina,SC,Festive,4,"0,05","1085,4","672,948"
SO - 000915,Wholesale,WARE-PUJ1005,4/10/2018,9/2/2018,9/29/2018,9/30/2018,USD,Donald Reynolds,Medsep Group,Toledo,South,Ohio,OH,Bathroom Furniture,8,"0,075",1072,"857,6"
SO - 000916,Wholesale,WARE-NMK1003,4/10/2018,9/2/2018,9/20/2018,9/23/2018,USD,Donald Reynolds,Victory Ltd,Boise City,South,Idaho,ID,Wreaths,8,"0,075","1051,9","441,798"
SO - 000917,In-Store,WARE-UHY1004,4/10/2018,9/3/2018,9/16/2018,9/24/2018,USD,Chris Armstrong,Linde ,Fayetteville,Northeast,North Carolina,NC,Home Fragrances,4,"0,05","1025,1","584,307"
SO - 000918,Online,WARE-NMK1003,4/10/2018,9/3/2018,10/1/2018,10/8/2018,USD,Anthony Berry,New Ltd,Center,West,Indiana,IN,Phones,2,"0,15","2231,1","1026,306"
SO - 000919,Distributor,WARE-NMK1003,7/19/2018,9/3/2018,9/13/2018,9/20/2018,USD,Patrick Graham,"Elorac, Corp",Evansville,South,Indiana,IN,Platters,2,"0,2","261,3","117,585"
SO - 000920,In-Store,WARE-XYS1001,4/10/2018,9/4/2018,9/29/2018,10/1/2018,USD,Joshua Little,Amylin Group,Modesto,South,California,CA,Phones,3,"0,2","3524,2","2960,328"
SO - 000921,In-Store,WARE-MKL1006,4/10/2018,9/4/2018,9/23/2018,9/25/2018,USD,Jerry Green,"Exact-Rx, Corp",Virginia Beach,West,Virginia,VA,Pillows,6,"0,3",3819,"3207,96"
SO - 000922,Wholesale,WARE-NBV1002,7/19/2018,9/4/2018,9/27/2018,10/7/2018,USD,Shawn Torres,Mylan Corp,Sacramento,Northeast,California,CA,Clocks,5,"0,15","3879,3","2560,338"
SO - 000923,In-Store,WARE-UHY1004,4/10/2018,9/4/2018,9/7/2018,9/12/2018,USD,George Lewis,Weimei Corp,Sterling Heights,West,Michigan,MI,Dining Furniture,3,"0,2","227,8","132,124"
SO - 000924,Online,WARE-UHY1004,4/10/2018,9/4/2018,9/18/2018,9/22/2018,USD,Anthony Torres,Sundial ,Henderson,West,Nevada,NV,Pendants,2,"0,1","1145,7","847,818"
SO - 000925,Distributor,WARE-XYS1001,7/19/2018,9/4/2018,9/10/2018,9/19/2018,USD,Anthony Torres,Wuxi Group,Hayward,West,California,CA,Sculptures,2,"0,05","2579,5","1134,98"
SO - 000926,Online,WARE-UHY1004,4/10/2018,9/4/2018,10/1/2018,10/3/2018,USD,Todd Roberts,ETUDE Ltd,Lincoln,West,Nebraska,NE,Table Linens,8,"0,2","1105,5","464,31"
SO - 000927,Wholesale,WARE-PUJ1005,4/10/2018,9/4/2018,9/17/2018,9/24/2018,USD,Carlos Miller,OHTA'S Corp,Ramapo,West,New York,NY,Bakeware,4,"0,4","1762,1","1215,849"
SO - 000928,Online,WARE-PUJ1005,7/19/2018,9/4/2018,9/28/2018,9/29/2018,USD,Todd Roberts,Pure Group,Tulsa,West,Oklahoma,OK,Floor Lamps,3,"0,2","1989,9","935,253"
SO - 000929,In-Store,WARE-NMK1003,4/10/2018,9/5/2018,9/26/2018,10/4/2018,USD,Shawn Cook,Linde ,Elgin (Township),Midwest,Illinois,IL,Outdoor Decor,3,"0,1","261,3","198,588"
SO - 000930,Wholesale,WARE-XYS1001,4/10/2018,9/5/2018,9/7/2018,9/12/2018,USD,Shawn Torres,Amylin Group,Elk Grove,Northeast,California,CA,Bedroom Furniture,6,"0,1",1072,"675,36"
SO - 000931,In-Store,WARE-NMK1003,4/10/2018,9/5/2018,10/3/2018,10/4/2018,USD,Carl Nguyen,Ohio ,Fort Wayne,Midwest,Indiana,IN,Baseball,5,"0,075","1058,6","899,81"
SO - 000932,In-Store,WARE-UHY1004,7/19/2018,9/5/2018,10/1/2018,10/2/2018,USD,Joshua Ryan,Pacific Ltd,Baltimore,Midwest,Maryland,MD,Platters,7,"0,05","247,9","131,387"
SO - 000933,In-Store,WARE-XYS1001,7/19/2018,9/5/2018,10/3/2018,10/10/2018,USD,Shawn Cook,Apollo Ltd,Chula Vista,Midwest,California,CA,Platters,8,"0,1","2659,9","1117,158"
SO - 000934,In-Store,WARE-NMK1003,4/10/2018,9/5/2018,9/30/2018,10/9/2018,USD,Joshua Ryan,Winthrop ,Aurora (Township),Midwest,Illinois,IL,Bedroom Furniture,3,"0,05","1031,8","866,712"
SO - 000935,Online,WARE-XYS1001,4/10/2018,9/5/2018,9/13/2018,9/20/2018,USD,Roger Alexander,Medsep Group,Irvine,Midwest,California,CA,Vases,7,"0,15",2546,"1120,24"
SO - 000936,Online,WARE-XYS1001,7/19/2018,9/5/2018,9/21/2018,9/23/2018,USD,Shawn Wallace,Ohio ,Oceanside,South,California,CA,Serveware,7,"0,1","857,6","660,352"
SO - 000937,Online,WARE-NMK1003,4/10/2018,9/6/2018,9/21/2018,9/28/2018,USD,Anthony Torres,Uriel Group,Clearwater,West,Florida,FL,Floor Lamps,5,"0,1","3946,3","1973,15"
SO - 000938,In-Store,WARE-MKL1006,4/10/2018,9/6/2018,10/2/2018,10/10/2018,USD,Chris Armstrong,Dharma Ltd,Vancouver,Northeast,Washington,WA,Cookware,2,"0,075","4006,6","2484,092"
SO - 000939,Distributor,WARE-UHY1004,4/10/2018,9/6/2018,10/3/2018,10/10/2018,USD,Patrick Graham,AuroMedics Corp,Columbia,South,Missouri,MO,Table Linens,4,"0,075","1132,3","758,641"
SO - 000940,Distributor,WARE-NMK1003,4/10/2018,9/6/2018,9/14/2018,9/20/2018,USD,Anthony Torres,New Ltd,Thornton,West,Colorado,CO,Bakeware,6,"0,05","897,8","511,746"
SO - 000941,In-Store,WARE-NMK1003,7/19/2018,9/6/2018,9/23/2018,9/25/2018,USD,George Lewis,Pure Group,Bloomingdale (Township),West,Illinois,IL,Accessories,4,"0,2","3939,6","2678,928"
SO - 000942,Wholesale,WARE-NMK1003,7/19/2018,9/6/2018,9/15/2018,9/24/2018,USD,Donald Reynolds,Avon Corp,Rockford,South,Illinois,IL,Vases,7,"0,05","1031,8","515,9"
SO - 000943,In-Store,WARE-XYS1001,7/19/2018,9/6/2018,10/2/2018,10/7/2018,USD,Adam Hernandez,Select ,Concord,Northeast,California,CA,Sculptures,7,"0,05","6251,1","4938,369"
SO - 000944,Wholesale,WARE-NMK1003,7/19/2018,9/6/2018,9/29/2018,10/8/2018,USD,Shawn Torres,Niconovum Corp,Palatine (Township),Northeast,Illinois,IL,Table Lamps,7,"0,05",3819,"2176,83"
SO - 000945,Distributor,WARE-NMK1003,4/10/2018,9/6/2018,9/17/2018,9/27/2018,USD,Roy Rice,Rochester Ltd,Joliet,Midwest,Illinois,IL,Bean Bags,1,"0,05","5480,6","3233,554"
SO - 000946,Distributor,WARE-MKL1006,4/10/2018,9/7/2018,9/27/2018,10/4/2018,USD,Samuel Fowler,Medline ,West Jordan,Midwest,Utah,UT,Bar Tools,8,"0,075","1045,2","752,544"
SO - 000947,In-Store,WARE-NMK1003,7/19/2018,9/7/2018,9/19/2018,9/20/2018,USD,Joshua Bennett,"Fenwal, Corp",Thornton,Northeast,Colorado,CO,Computers,7,"0,4","2298,1","988,183"
SO - 000948,Online,WARE-NBV1002,7/19/2018,9/7/2018,9/26/2018,9/27/2018,USD,Shawn Wallace,21st Ltd,Riverside,South,California,CA,Wardrobes,7,"0,05","924,6","730,434"
SO - 000949,In-Store,WARE-NMK1003,4/10/2018,9/7/2018,9/14/2018,9/15/2018,USD,Joshua Bennett,Ohio ,Lawrence (Township),Northeast,Indiana,IN,Bakeware,3,"0,1","2974,8","2231,1"
SO - 000950,Distributor,WARE-NMK1003,4/10/2018,9/7/2018,9/19/2018,9/27/2018,USD,Samuel Fowler,Qualitest ,Miami Gardens,Midwest,Florida,FL,Pendants,6,"0,1","830,8","515,096"
SO - 000951,In-Store,WARE-NMK1003,4/10/2018,9/7/2018,9/17/2018,9/19/2018,USD,George Lewis,Pure Group,South Bend,West,Indiana,IN,Floor Lamps,2,"0,1","1051,9","641,659"
SO - 000952,Online,WARE-NMK1003,7/19/2018,9/7/2018,9/22/2018,9/30/2018,USD,Todd Roberts,Bare ,Honolulu,West,Hawaii,HI,Ornaments,4,"0,2","1031,8","763,532"
SO - 000953,In-Store,WARE-NMK1003,7/19/2018,9/7/2018,9/15/2018,9/20/2018,USD,Jerry Green,"Apotheca, Ltd",Fort Collins,West,Colorado,CO,Floor Lamps,3,"0,2","1775,5","905,505"
SO - 000954,In-Store,WARE-XYS1001,7/19/2018,9/8/2018,9/30/2018,10/2/2018,USD,Shawn Cook,Wuxi Group,Corona,Midwest,California,CA,Outdoor Decor,7,"0,05",1809,"1465,29"
SO - 000955,Online,WARE-UHY1004,4/10/2018,9/8/2018,9/21/2018,9/25/2018,USD,Shawn Wallace,New Ltd,Wilmington,South,North Carolina,NC,Candles,8,"0,4",1005,"763,8"
SO - 000956,In-Store,WARE-NMK1003,4/10/2018,9/8/2018,9/18/2018,9/19/2018,USD,Adam Hernandez,Nipro ,Spring Hill,Northeast,Florida,FL,Outdoor Furniture,4,"0,2","167,5","85,425"
SO - 000957,Online,WARE-NMK1003,4/10/2018,9/8/2018,9/21/2018,9/26/2018,USD,Paul Holmes,WakeFern ,Baton Rouge,Midwest,Louisiana,LA,Festive,2,"0,075","1098,8","681,256"
SO - 000958,Distributor,WARE-PUJ1005,7/19/2018,9/8/2018,9/11/2018,9/17/2018,USD,Joe Price,Select ,Irving,Northeast,Texas,TX,Outdoor Decor,4,"0,05","187,6","91,924"
SO - 000959,Wholesale,WARE-NMK1003,7/19/2018,9/8/2018,9/17/2018,9/27/2018,USD,Donald Reynolds,O.E. Ltd,Chicago,South,Illinois,IL,Photo Frames,6,"0,05","1065,3","511,344"
SO - 000960,Distributor,WARE-UHY1004,4/10/2018,9/8/2018,10/4/2018,10/11/2018,USD,Samuel Fowler,Ole Group,Minneapolis,Midwest,Minnesota,MN,Candles,3,"0,2","1179,2","813,648"
SO - 000961,In-Store,WARE-NMK1003,7/19/2018,9/9/2018,9/15/2018,9/20/2018,USD,Stephen Payne,"Fenwal, Corp",Atlanta,South,Georgia,GA,Basketball,4,"0,075","1045,2","418,08"
SO - 000962,Distributor,WARE-XYS1001,4/10/2018,9/9/2018,10/6/2018,10/11/2018,USD,Samuel Fowler,Burt's Corp,Chula Vista,Midwest,California,CA,Computers,7,"0,05","837,5","644,875"
SO - 000963,In-Store,WARE-XYS1001,4/10/2018,9/9/2018,10/3/2018,10/4/2018,USD,Jonathan Hawkins,AuroMedics Corp,Hayward,West,California,CA,Candleholders,4,"0,075","1172,5","480,725"
SO - 000964,Distributor,WARE-XYS1001,4/10/2018,9/9/2018,9/18/2018,9/24/2018,USD,Samuel Fowler,Pacific Ltd,Oceanside,Midwest,California,CA,Furniture Cushions,1,"0,15",268,"123,28"
SO - 000965,In-Store,WARE-XYS1001,4/10/2018,9/9/2018,9/24/2018,9/25/2018,USD,Joshua Little,Medline ,Oceanside,South,California,CA,Ornaments,3,"0,075","1085,4","640,386"
SO - 000966,Distributor,WARE-PUJ1005,4/10/2018,9/9/2018,10/2/2018,10/10/2018,USD,Patrick Graham,Uriel Group,Cincinnati,South,Ohio,OH,Pillows,6,"0,05","3115,5","1246,2"
SO - 000967,Wholesale,WARE-NMK1003,4/10/2018,9/10/2018,9/29/2018,10/2/2018,USD,Donald Reynolds,Dharma Ltd,Highlands Ranch,South,Colorado,CO,Ornaments,8,"0,05",2412,"1447,2"
SO - 000968,In-Store,WARE-XYS1001,7/19/2018,9/10/2018,9/23/2018,9/29/2018,USD,Jonathan Hawkins,Burt's Corp,Murrieta,West,California,CA,Wardrobes,5,"0,15","3926,2","1923,838"
SO - 000969,Distributor,WARE-XYS1001,7/19/2018,9/10/2018,9/21/2018,9/30/2018,USD,Patrick Graham,Trigen ,Anaheim,South,California,CA,Wreaths,7,"0,2","2284,7","1713,525"
SO - 000970,Online,WARE-UHY1004,7/19/2018,9/10/2018,10/5/2018,10/6/2018,USD,Todd Roberts,Victory Ltd,Reno,West,Nevada,NV,Audio,5,"0,05","783,9","556,569"
SO - 000971,In-Store,WARE-PUJ1005,7/19/2018,9/10/2018,9/12/2018,9/14/2018,USD,Shawn Cook,ETUDE Ltd,Austin,Midwest,Texas,TX,Table Lamps,8,"0,075",871,"557,44"
SO - 000972,Online,WARE-NMK1003,7/19/2018,9/10/2018,10/4/2018,10/11/2018,USD,Anthony Torres,Medsep Group,Warren,West,Indiana,IN,Pendants,3,"0,05","1051,9","831,001"
SO - 000973,In-Store,WARE-PUJ1005,4/10/2018,9/10/2018,9/24/2018,9/25/2018,USD,George Lewis,"PEDIFIX, Corp",Philadelphia,West,Pennsylvania,PA,Candleholders,1,"0,05","1219,4","609,7"
SO - 000974,In-Store,WARE-MKL1006,4/10/2018,9/10/2018,9/21/2018,10/1/2018,USD,Shawn Cook,"Elorac, Corp",Seattle,Midwest,Washington,WA,Candles,5,"0,2","877,7","509,066"
SO - 000975,In-Store,WARE-NMK1003,7/19/2018,9/10/2018,9/16/2018,9/17/2018,USD,Jerry Green,Dharma Ltd,Wayne,West,Indiana,IN,Dinnerware,6,"0,1","261,3","151,554"
SO - 000976,In-Store,WARE-XYS1001,4/10/2018,9/11/2018,9/15/2018,9/19/2018,USD,Joshua Little,"Fenwal, Corp",Corona,South,California,CA,Ornaments,7,"0,15","5172,4","3155,164"
SO - 000977,Online,WARE-UHY1004,7/19/2018,9/11/2018,10/9/2018,10/19/2018,USD,Carl Nguyen,Medline ,Charlotte,Midwest,North Carolina,NC,Stemware,1,"0,1","2237,8","1834,996"
SO - 000978,In-Store,WARE-NMK1003,7/19/2018,9/11/2018,10/9/2018,10/12/2018,USD,Joshua Bennett,Eminence Corp,Hialeah,Northeast,Florida,FL,Dinnerware,5,"0,05","180,9","135,675"
SO - 000979,In-Store,WARE-NMK1003,4/10/2018,9/11/2018,10/6/2018,10/10/2018,USD,Chris Armstrong,Nipro ,Bridgeport,Northeast,Connecticut,CT,Platters,6,"0,075",1876,"1594,6"
SO - 000980,Distributor,WARE-UHY1004,7/19/2018,9/11/2018,9/21/2018,9/23/2018,USD,Samuel Fowler,Prasco Group,Henderson,Midwest,Nevada,NV,Bar Tools,8,"0,2","5815,6","4303,544"
SO - 000981,In-Store,WARE-NMK1003,4/10/2018,9/11/2018,10/5/2018,10/15/2018,USD,Joshua Ryan,Medline ,Davenport,Midwest,Iowa,IA,Outdoor Decor,6,"0,1","1922,9","903,763"
SO - 000982,In-Store,WARE-NMK1003,4/10/2018,9/11/2018,9/19/2018,9/27/2018,USD,Adam Hernandez,"Exact-Rx, Corp",Columbus,Northeast,Georgia,GA,Wreaths,5,"0,05","1051,9","441,798"
SO - 000983,Online,WARE-NBV1002,7/19/2018,9/11/2018,9/16/2018,9/24/2018,USD,Frank Brown,ETUDE Ltd,Santa Clarita,Northeast,California,CA,Dining Furniture,7,"0,2","5996,5","3597,9"
SO - 000984,Wholesale,WARE-PUJ1005,4/10/2018,9/11/2018,9/20/2018,9/25/2018,USD,Carlos Miller,New Ltd,Grand Prairie,West,Texas,TX,Bean Bags,8,"0,2","1172,5","926,275"
SO - 000985,Wholesale,WARE-XYS1001,4/10/2018,9/11/2018,9/22/2018,9/25/2018,USD,Carlos Miller,Bare ,Orange,West,California,CA,Bean Bags,8,"0,05","207,7","153,698"
SO - 000986,In-Store,WARE-NMK1003,7/19/2018,9/11/2018,10/2/2018,10/6/2018,USD,Jerry Green,Llorens Ltd,Davenport,West,Iowa,IA,Basketball,6,"0,1","1085,4","868,32"
SO - 000987,Online,WARE-UHY1004,4/10/2018,9/11/2018,10/8/2018,10/15/2018,USD,Anthony Berry,Llorens Ltd,Kansas City,West,Missouri,MO,Collectibles,7,"0,2","964,8","627,12"
SO - 000988,Wholesale,WARE-NMK1003,7/19/2018,9/11/2018,9/30/2018,10/4/2018,USD,Shawn Torres,Sundial ,Lafayette,Northeast,Louisiana,LA,Dining Furniture,2,"0,05","3832,4","3142,568"
SO - 000989,Distributor,WARE-PUJ1005,4/10/2018,9/12/2018,9/21/2018,9/27/2018,USD,Douglas Tucker,Medline ,North Hempstead,Midwest,New York,NY,Vanities,2,"0,3","1125,6","754,152"
SO - 000990,Distributor,WARE-XYS1001,4/10/2018,9/12/2018,10/4/2018,10/8/2018,USD,Samuel Fowler,OUR Ltd,Lancaster,Midwest,California,CA,Bakeware,2,"0,05","1065,3","649,833"
SO - 000991,In-Store,WARE-NMK1003,4/10/2018,9/12/2018,9/14/2018,9/24/2018,USD,Joshua Ryan,OHTA'S Corp,Gainesville,Midwest,Florida,FL,Ornaments,7,"0,3","6197,5","4214,3"
SO - 000992,Distributor,WARE-XYS1001,4/10/2018,9/12/2018,9/24/2018,9/27/2018,USD,Joe Price,Bare ,Mobile,Northeast,Alabama,AL,Bakeware,6,"0,05","3912,8","2778,088"
SO - 000993,In-Store,WARE-PUJ1005,4/10/2018,9/12/2018,10/6/2018,10/15/2018,USD,Chris Armstrong,Capweld ,Eugene,Northeast,Oregon,OR,Mirrors,1,"0,1","247,9","185,925"
SO - 000994,Online,WARE-MKL1006,7/19/2018,9/12/2018,10/3/2018,10/7/2018,USD,Nicholas Cunningham,"Elorac, Corp",San Angelo,South,Texas,TX,Table Lamps,3,"0,075","1038,5","789,26"
SO - 000995,In-Store,WARE-NMK1003,7/19/2018,9/12/2018,9/17/2018,9/22/2018,USD,Keith Griffin,Winthrop ,Stamford (Town),Northeast,Connecticut,CT,Clocks,8,"0,1","1098,8","604,34"
SO - 000996,In-Store,WARE-NBV1002,7/19/2018,9/12/2018,9/14/2018,9/24/2018,USD,Jerry Green,Ei ,Thousand Oaks,West,California,CA,Dining Furniture,1,"0,075",1273,"814,72"
